Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"0","21344","CS","115","INTRO TO CS WITH PYTHON","1","30","30","","","A","","A","TRAD","Y","1000-1050AM","F","DRGS","1115","","POURSARDAR,FARYANEH","","","30","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"19","21833","CS","115","INTRO TO CS WITH PYTHON","1","25","6","","","A","","A","TRAD","N","1100-1150AM","F","DRGS","1115","","POURSARDAR,FARYANEH","LC","","6","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"0","22890","CS","115","INTRO TO CS WITH PYTHON","1","15","11","","SC222","A","I","B","SYNC","Y"," 100- 150PM","F","WC2","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"0","22891","CS","115","INTRO TO CS WITH PYTHON","1","30","19","","SC222","A","I","E","SYNC","Y"," 100- 150PM","F","WC5","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"0","22892","CS","115","INTRO TO CS WITH PYTHON","1","30","0","","SC222","A","I","H","SYNC","Y"," 100- 150PM","F","WC7","","O","POURSARDAR,FARYANEH","","30","30","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"0","24069","CS","115","INTRO TO CS WITH PYTHON","1","20","20","","SC191","A","I","B","SYNC","Y","1100-1150AM","F","WC2","","O","STAFF","","30","21","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"9","24070","CS","115","INTRO TO CS WITH PYTHON","1","20","1","","SC191","A","I","E","SYNC","Y","1100-1150AM","F","WC5","","O","STAFF","","30","21","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"9","24071","CS","115","INTRO TO CS WITH PYTHON","1","10","0","","SC191","A","I","H","SYNC","Y","1100-1150AM","F","WC7","","O","STAFF","","30","21","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"33","11445","CS","120G","INTRO INFO LITERACY & RESEARCH","3","50","17","P1","","30","","A","TRAD","Y"," 420- 535PM","MW","OCNPS","0100","","GUPTA,REKHA","","","17","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"16","11447","CS","120G","INTRO INFORMATION LIT RECITATI","0","25","9","P3","","C","","A","REC","Y"," 520- 610PM","T","DRGS","1115","","GUPTA,REKHA","","","9","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"17","11596","CS","120G","INTRO INFORMATION LIT RECITATI","0","25","8","P3","","C","","A","REC","Y"," 420- 510PM","T","DRGS","1115","","GUPTA,REKHA","","","8","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"40","13020","CS","120G","INTRO INFO LITERACY & RSCH","3","40","0","F1","SC091","30","I","B","ASYN","N","HOURS ARR","","WEB2","","","STAFF","","40","0","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"40","13021","CS","120G","INTRO INFO LITERACY & RSCH","3","40","0","H1","SC091","30","I","E","ASYN","N","HOURS ARR","","WEB5","","","STAFF","","40","0","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"40","13022","CS","120G","INTRO INFO LITERACY & RSCH","3","40","0","I1","SC091","30","I","H","ASYN","N","HOURS ARR","","WEB7","","","STAFF","","40","0","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"20","13023","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","F3","SC092","C","I","B","SYNC","N"," 545- 635PM","T","WC2","","","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"20","13026","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","H3","SC092","C","I","E","SYNC","N"," 545- 635PM","T","WC5","","O","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"20","13027","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","I3","SC092","C","I","H","SYNC","N"," 545- 635PM","T","WC7","","O","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"20","13028","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","F3","SC031","C","I","B","SYNC","N"," 545- 635PM","R","WC2","","","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"20","13029","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","H3","SC031","C","I","E","SYNC","N"," 545- 635PM","R","WC5","","O","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"20","13030","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","I3","SC031","C","I","H","SYNC","N"," 545- 635PM","R","WC7","","O","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"31","13033","CS","120G","INTRO INFO LITERACY & RSCH","3","40","6","J1","SC093","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","ZEHRA,SUSAN","","40","9","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"31","13036","CS","120G","INTRO INFO LITERACY & RSCH","3","40","1","K1","SC093","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","ZEHRA,SUSAN","","40","9","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"31","13037","CS","120G","INTRO INFO LITERACY & RSCH","3","40","2","L1","SC093","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","ZEHRA,SUSAN","","40","9","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"16","13038","CS","120G","INTRO INFO LIT & RSCH REC","0","20","4","J3","SC090","C","I","B","SYNC","Y"," 710- 800PM","T","WC2","","","ZEHRA,SUSAN","","20","4","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"16","13039","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","K3","SC090","C","I","E","SYNC","Y"," 710- 800PM","T","WC5","","O","ZEHRA,SUSAN","","20","4","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"16","13040","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","L3","SC090","C","I","H","SYNC","Y"," 710- 800PM","T","WC7","","O","GUPTA,REKHA","","20","4","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"15","13041","CS","120G","INTRO INFO LIT & RSCH REC","0","20","2","J3","SC037","C","I","B","SYNC","Y"," 710- 800PM","R","WC2","","","ZEHRA,SUSAN","","20","5","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"15","13042","CS","120G","INTRO INFO LIT & RSCH REC","0","20","1","K3","SC037","C","I","E","SYNC","Y"," 710- 800PM","R","WC5","","O","ZEHRA,SUSAN","","20","5","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"15","13043","CS","120G","INTRO INFO LIT & RSCH REC","0","20","2","L3","SC037","C","I","H","SYNC","Y"," 710- 800PM","R","WC7","","O","ZEHRA,SUSAN","","20","5","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"15","15159","CS","120G","INTRO INFO LIT & RSCH REC","0","20","0","Q3","SC037","C","I","V","SYNC","Y"," 710- 800PM","R","WC8","","O","ZEHRA,SUSAN","","20","5","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"31","15160","CS","120G","INTRO INFO LITERACY & RSCH","3","40","0","Q1","SC093","30","I","V","ASYN","Y","HOURS ARR","","WEB8","","","ZEHRA,SUSAN","","40","9","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"5","15943","CS","120G","INTRO INFO LIT & RSCH REC","0","5","0","Q3","SC031","C","I","V","SYNC","N"," 545- 635PM","R","WC8","","O","STAFF","","20","0","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"23","23080","CS","120G","INTRO INFO LITERACY & RESEARCH","3","30","7","","","30","","A","TRAD","Y"," 420- 535PM","MW","ECSB","3104","","GUPTA,AJAY","","","7","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"23","11448","CS","121G","INTRO INFO LIT & RSCH FOR SCI","3","50","27","Q1","","30","","A","TRAD","Y"," 710- 825PM","MW","DRGS","1117","","SYMPSON,WILLIAM","","","27","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"9","11463","CS","121G","INTRO INFO LIT-SCI RECITATION","0","25","16","Q3","","C","","A","REC","Y"," 710- 800PM","R","DRGS","1115","","SYMPSON,WILLIAM","","","16","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"14","11464","CS","121G","INTRO INFO LIT-SCI RECITATION","0","25","11","Q3","","C","","A","REC","Y"," 830- 920AM","R","DRGS","1105","","SYMPSON,WILLIAM","","","11","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"10","11604","CS","121G","INTRO INFO LIT & RSCH FOR SCI","3","50","40","R1","","30","","A","TRAD","Y"," 545- 700PM","MW","DRGS","1117","","SYMPSON,WILLIAM","","","40","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"0","11605","CS","121G","INTRO INFO LIT-SCI RECITATION","0","25","25","R3","","C","","A","REC","Y"," 100- 150PM","F","DRGS","1115","","SYMPSON,WILLIAM","","","25","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"10","11606","CS","121G","INTRO INFO LIT-SCI RECITATION","0","25","15","R3","","C","","A","REC","Y"," 200- 250PM","F","DRGS","1115","","SYMPSON,WILLIAM","","","15","1","CLAS","27-AUG-22","09-DEC-22","0","0","0"
"2","13070","CS","121G","INTRO INFO LIT & RSCH SCI","3","40","32","F1","SC108","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","40","38","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"2","13074","CS","121G","INTRO INFO LIT & RSCH SCI","3","40","6","G1","SC108","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","40","38","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"2","13076","CS","121G","INTRO INFO LIT & RSCH SCI","3","40","0","H1","SC108","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","40","38","1","ASYN","27-AUG-22","09-DEC-22","0","0","0"
"0","13079","CS","121G","INTRO INFO LIT & RSCH REC","0","20","17","F3","SC109","C","I","B","SYNC","Y"," 710- 800PM","T","WC2","","","GUPTA,REKHA","","20","20","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"0","13081","CS","121G","INTRO INFO LIT & RSCH REC","0","20","3","G3","SC109","C","I","E","SYNC","Y"," 710- 800PM","T","WC5","","O","GUPTA,REKHA","","20","20","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"0","13083","CS","121G","INTRO INFO LIT & RSCH REC","0","20","0","H3","SC109","C","I","H","SYNC","Y"," 710- 800PM","T","WC7","","O","GUPTA,REKHA","","20","20","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"2","13088","CS","121G","INTRO INFO LIT & RSCH REC","0","20","15","F3","SC047","C","I","B","SYNC","Y"," 710- 800PM","R","WC2","","","GUPTA,REKHA","","20","18","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
"2","13089","CS","121G","INTRO INFO LIT & RSCH REC","0","20","3","G3","SC047","C","I","E","SYNC","Y"," 710- 800PM","R","WC5","","O","GUPTA,REKHA","","20","18","1","SYNC","27-AUG-22","09-DEC-22","0","0","0"
